text,text_clean,sentiment,target
so happy with this #7783,happy,positive,2
so frustrated right now #1091,frustrate right,negative,0
totally disappointed with this #2296,totally disappointed,negative,0
highly recommend #201,highly recommend,positive,2
worst experience ever #2703,bad experience ever,negative,0
best day ever #4313,best day ever,positive,2
so frustrated right now #4898,frustrate right,negative,0
noted for the record #6830,note record,neutral,1
noted for the record #5502,note record,neutral,1
hate this update #7947,hate update,negative,0
terrible quality #6109,terrible quality,negative,0
best day ever #6724,best day ever,positive,2
so happy with this #6108,happy,positive,2
see you tomorrow #3415,see tomorrow,neutral,1
worst experience ever #8311,bad experience ever,negative,0
waste of time #5944,waste time,negative,0
so frustrated right now #3663,frustrate right,negative,0
standard procedure #6230,standard procedure,neutral,1
totally disappointed with this #8562,totally disappointed,negative,0
hate this update #4371,hate update,negative,0
totally disappointed with this #1192,totally disappointed,negative,0
this is awful #7257,awful,negative,0
so happy with this #9994,happy,positive,2
will follow up later #1222,follow later,neutral,1
terrible quality #1978,terrible quality,negative,0
highly recommend #7758,highly recommend,positive,2
ok thanks #8828,ok thanks,neutral,1
worst experience ever #2812,bad experience ever,negative,0
as expected #2910,expect,neutral,1
waste of time #4673,waste time,negative,0
would not recommend #6636,would recommend,negative,0
as expected #9285,expect,neutral,1
fantastic support team #3904,fantastic support team,positive,2
as expected #4313,expect,neutral,1
will follow up later #5817,follow later,neutral,1
terrible quality #6322,terrible quality,negative,0
highly recommend #4421,highly recommend,positive,2
see you tomorrow #242,see tomorrow,neutral,1
great experience #5158,great experience,positive,2
the meeting is at 3pm #1441,meeting 3pm,neutral,1
fantastic support team #4257,fantastic support team,positive,2
totally disappointed with this #7781,totally disappointed,negative,0
hate this update #7957,hate update,negative,0
hate this update #139,hate update,negative,0
so frustrated right now #7743,frustrate right,negative,0
loving this so much #8493,love much,positive,2
the meeting is at 3pm #549,meeting 3pm,neutral,1
noted for the record #2409,note record,neutral,1
totally disappointed with this #3203,totally disappointed,negative,0
totally disappointed with this #7874,totally disappointed,negative,0
link attached for reference #6984,link attach reference,neutral,1
loving this so much #1710,love much,positive,2
the meeting is at 3pm #663,meeting 3pm,neutral,1
hate this update #8677,hate update,negative,0
noted for the record #6062,note record,neutral,1
as expected #4691,expect,neutral,1
fantastic support team #4843,fantastic support team,positive,2
standard procedure #6024,standard procedure,neutral,1
this is awful #4482,awful,negative,0
would not recommend #7584,would recommend,negative,0
totally disappointed with this #5995,totally disappointed,negative,0
terrible quality #4503,terrible quality,negative,0
will follow up later #777,follow later,neutral,1
highly recommend #1950,highly recommend,positive,2
terrible quality #8883,terrible quality,negative,0
ok thanks #1969,ok thanks,neutral,1
totally disappointed with this #3298,totally disappointed,negative,0
great experience #9541,great experience,positive,2
so frustrated right now #8783,frustrate right,negative,0
standard procedure #9498,standard procedure,neutral,1
worst experience ever #1064,bad experience ever,negative,0
this made my day #7610,make day,positive,2
this is awful #508,awful,negative,0
best day ever #6947,best day ever,positive,2
so happy with this #1058,happy,positive,2
so frustrated right now #1872,frustrate right,negative,0
fantastic support team #4340,fantastic support team,positive,2
link attached for reference #252,link attach reference,neutral,1
waste of time #1828,waste time,negative,0
waste of time #9152,waste time,negative,0
excellent quality #1781,excellent quality,positive,2
hate this update #2989,hate update,negative,0
the meeting is at 3pm #2278,meeting 3pm,neutral,1
the meeting is at 3pm #718,meeting 3pm,neutral,1
loving this so much #7186,love much,positive,2
fantastic support team #3599,fantastic support team,positive,2
so happy with this #1721,happy,positive,2
excellent quality #7647,excellent quality,positive,2
great experience #2559,great experience,positive,2
hate this update #9209,hate update,negative,0
loving this so much #8966,love much,positive,2
loving this so much #6919,love much,positive,2
highly recommend #8270,highly recommend,positive,2
totally disappointed with this #4912,totally disappointed,negative,0
see you tomorrow #5483,see tomorrow,neutral,1
hate this update #6678,hate update,negative,0
as expected #4935,expect,neutral,1
ok thanks #9233,ok thanks,neutral,1
great experience #2829,great experience,positive,2
so frustrated right now #7812,frustrate right,negative,0
this is awful #7992,awful,negative,0
will follow up later #6860,follow later,neutral,1
the meeting is at 3pm #4924,meeting 3pm,neutral,1
the meeting is at 3pm #6309,meeting 3pm,neutral,1
so happy with this #6041,happy,positive,2
noted for the record #7766,note record,neutral,1
noted for the record #5221,note record,neutral,1
totally disappointed with this #2947,totally disappointed,negative,0
hate this update #5127,hate update,negative,0
so frustrated right now #8983,frustrate right,negative,0
as expected #7408,expect,neutral,1
highly recommend #9074,highly recommend,positive,2
totally disappointed with this #3024,totally disappointed,negative,0
fantastic support team #5509,fantastic support team,positive,2
this is awful #7324,awful,negative,0
best day ever #2501,best day ever,positive,2
will follow up later #250,follow later,neutral,1
will follow up later #3390,follow later,neutral,1
see you tomorrow #8762,see tomorrow,neutral,1
totally disappointed with this #5840,totally disappointed,negative,0
as expected #2166,expect,neutral,1
best day ever #8640,best day ever,positive,2
will follow up later #8074,follow later,neutral,1
terrible quality #9532,terrible quality,negative,0
best day ever #3300,best day ever,positive,2
so frustrated right now #4955,frustrate right,negative,0
loving this so much #1855,love much,positive,2
so frustrated right now #9761,frustrate right,negative,0
totally disappointed with this #5548,totally disappointed,negative,0
link attached for reference #3547,link attach reference,neutral,1
would not recommend #1120,would recommend,negative,0
hate this update #620,hate update,negative,0
so frustrated right now #8743,frustrate right,negative,0
great experience #2831,great experience,positive,2
would not recommend #4290,would recommend,negative,0
see you tomorrow #7210,see tomorrow,neutral,1
the meeting is at 3pm #7604,meeting 3pm,neutral,1
terrible quality #4809,terrible quality,negative,0
this is awful #3170,awful,negative,0
so happy with this #5895,happy,positive,2
will follow up later #6086,follow later,neutral,1
best day ever #2284,best day ever,positive,2
great experience #3058,great experience,positive,2
this made my day #9868,make day,positive,2
best day ever #5366,best day ever,positive,2
ok thanks #5503,ok thanks,neutral,1
terrible quality #23,terrible quality,negative,0
as expected #6269,expect,neutral,1
waste of time #8585,waste time,negative,0
this made my day #363,make day,positive,2
the meeting is at 3pm #1518,meeting 3pm,neutral,1
the meeting is at 3pm #5607,meeting 3pm,neutral,1
the meeting is at 3pm #6753,meeting 3pm,neutral,1
see you tomorrow #5552,see tomorrow,neutral,1
great experience #9962,great experience,positive,2
highly recommend #6955,highly recommend,positive,2
noted for the record #1041,note record,neutral,1
waste of time #8931,waste time,negative,0
so happy with this #1544,happy,positive,2
fantastic support team #1017,fantastic support team,positive,2
loving this so much #855,love much,positive,2
see you tomorrow #2352,see tomorrow,neutral,1
will follow up later #8290,follow later,neutral,1
waste of time #190,waste time,negative,0
so happy with this #8551,happy,positive,2
the meeting is at 3pm #932,meeting 3pm,neutral,1
standard procedure #1244,standard procedure,neutral,1
terrible quality #1290,terrible quality,negative,0
highly recommend #2640,highly recommend,positive,2
worst experience ever #9106,bad experience ever,negative,0
see you tomorrow #7827,see tomorrow,neutral,1
so frustrated right now #8520,frustrate right,negative,0
hate this update #5626,hate update,negative,0
this made my day #310,make day,positive,2
ok thanks #7081,ok thanks,neutral,1
as expected #3426,expect,neutral,1
will follow up later #1082,follow later,neutral,1
link attached for reference #1352,link attach reference,neutral,1
waste of time #45,waste time,negative,0
so frustrated right now #9361,frustrate right,negative,0
standard procedure #1086,standard procedure,neutral,1
see you tomorrow #4753,see tomorrow,neutral,1
terrible quality #1876,terrible quality,negative,0
noted for the record #8099,note record,neutral,1
best day ever #1432,best day ever,positive,2
worst experience ever #5164,bad experience ever,negative,0
as expected #7573,expect,neutral,1
will follow up later #4577,follow later,neutral,1
great experience #6780,great experience,positive,2
